공원명,공원구분,소재지지번주소,위도,경도,공원면적,관리기관명,제공기관코드,제공기관명
왕산내뜰어린이공원,어린이공원,경기도 구리시 수택동 560,37.6027172,127.1473125,1903,경기도 구리시청,3980000,경기도 구리시
포스코공원,어린이공원,경기도 구리시 인창동 713-2,37.60318749,127.1311763,2358,경기도 구리시청,3980000,경기도 구리시
덕고개공원,어린이공원,경기도 구리시 교문동 220,37.5989141,127.1331825,1651,경기도 구리시청,3980000,경기도 구리시
가능골공원,어린이공원,경기도 구리시 교문동 750,37.5957053,127.1332803,1557,경기도 구리시청,3980000,경기도 구리시
호수공원,어린이공원,경기도 구리시 교문동 799,37.59132594,127.1322485,1483,경기도 구리시청,3980000,경기도 구리시
금호어울림공원,어린이공원,경기도 구리시 교문동 358-11,37.597511,127.1280142,3907,경기도 구리시청,3980000,경기도 구리시
샛다리공원,어린이공원,경기도 구리시 교문동 418-2,37.59096492,127.1277344,4995,경기도 구리시청,3980000,경기도 구리시
옥밭굴공원,어린이공원,경기도 구리시 수택동 436,37.59594218,127.140804,1653,경기도 구리시청,3980000,경기도 구리시
서가산공원,어린이공원,경기도 구리시 수택동 477,37.5949186,127.1453749,1657,경기도 구리시청,3980000,경기도 구리시
옥천공원,어린이공원,경기도 구리시 수택동 437-20,37.5946454,127.1395168,1653,경기도 구리시청,3980000,경기도 구리시
새말공원,어린이공원,경기도 구리시 수택동 449,37.592621,127.1410816,1656,경기도 구리시청,3980000,경기도 구리시
새마을공원,어린이공원,경기도 구리시 수택동 684-14,37.592111,127.148072,1500,경기도 구리시청,3980000,경기도 구리시
부양공원,어린이공원,경기도 구리시 수택동 854-1,37.59079099,127.1415173,13430,경기도 구리시청,3980000,경기도 구리시
아름마을어린이공원,어린이공원,경기도 구리시 인창동 651-36,37.610171,127.130311,5407,경기도 구리시청,3980000,경기도 구리시
소공원6(안),소공원,경상북도 안동시 풍천면 갈전리 1603,36.57174412,128.498907,2113,경상북도 안동시청,5070000,경상북도 안동시
수변공원4(안),수변공원,경상북도 안동시 풍천면 도양리 1416,36.563212,128.4727656,3463,경상북도 안동시청,5070000,경상북도 안동시
안동포 문화공원,문화공원,경상북도 안동시 임하면 금소리 1028-1,36.505498,128.8475553,72450,경상북도 안동시청,5070000,경상북도 안동시
운흥소공원,소공원,경상북도 안동시 운흥동 145-3,36.564476,128.732191,432,경상북도 안동시청,5070000,경상북도 안동시
옥야소공원,소공원,경상북도 안동시 옥야동 296-3,36.564082,128.721441,753,경상북도 안동시청,5070000,경상북도 안동시
개목나루문화공원,문화공원,경상북도 안동시 성곡동 815-1,36.578899,128.764586,14127,경상북도 안동시청,5070000,경상북도 안동시
용상1소공원,소공원,경상북도 안동시 용상동 산46-1,36.56075831,128.7560249,1528,경상북도 안동시청,5070000,경상북도 안동시
임란역사문화공원,역사공원,경상북도 안동시 서후면 금계리 874,36.609537,128.666128,52616,경상북도 안동시청,5070000,경상북도 안동시
막2소공원,소공원,경상북도 안동시 풍산읍 막곡리 산15,36.5808185,128.6595297,882,경상북도 안동시청,5070000,경상북도 안동시
막1소공원,소공원,경상북도 안동시 풍산읍 막곡리 산14-15,36.58167819,128.6592131,882,경상북도 안동시청,5070000,경상북도 안동시
소공원9(안),소공원,경상북도 안동시 풍천면 갈전리 590-1,36.56400945,128.5031821,1155,경상북도 안동시청,5070000,경상북도 안동시
소공원10(안),소공원,경상북도 안동시 풍천면 도양리 산5-1,36.56332956,128.4985651,1365,경상북도 안동시청,5070000,경상북도 안동시
소공원11(안),소공원,경상북도 안동시 풍천면 갈전리 604-1,36.5644267,128.5009701,1387,경상북도 안동시청,5070000,경상북도 안동시
어린이공원5(안),어린이공원,경상북도 안동시 풍천면 갈전리 698,36.56655302,128.5060963,1600,경상북도 안동시청,5070000,경상북도 안동시
어린이공원7(안),어린이공원,경상북도 안동시 풍천면 갈전리 617-2,36.5608873,128.5014851,2796,경상북도 안동시청,5070000,경상북도 안동시
어린이공원4(안),어린이공원,경상북도 안동시 풍천면 도양리 554,36.56490405,128.4873461,3300,경상북도 안동시청,5070000,경상북도 안동시
어린이공원6(안),어린이공원,경상북도 안동시 풍천면 갈전리 578-2,36.56307452,128.5045204,4167,경상북도 안동시청,5070000,경상북도 안동시
근린공원8(안),근린공원,경상북도 안동시 풍천면 도양리 산20-5,36.56189121,128.4927683,14577,경상북도 안동시청,5070000,경상북도 안동시
근린공원6(안),근린공원,경상북도 안동시 풍천면 갈전리 681-2,36.56508311,128.5062195,21735,경상북도 안동시청,5070000,경상북도 안동시
근린공원9(안),근린공원,경상북도 안동시 풍천면 도양리 산16-1,36.56128971,128.4966394,42646,경상북도 안동시청,5070000,경상북도 안동시
근린공원7(안),근린공원,경상북도 안동시 풍천면 도양리 산59-51,36.56153079,128.4810291,104921,경상북도 안동시청,5070000,경상북도 안동시
근린공원3(안),근린공원,경상북도 안동시 풍천면 도양리 산43,36.5657147,128.479581,155310,경상북도 안동시청,5070000,경상북도 안동시
근린공원4(안),근린공원,경상북도 안동시 풍천면 도양리 산28-1,36.56745672,128.4896482,160233,경상북도 안동시청,5070000,경상북도 안동시
근린공원5(안),근린공원,경상북도 안동시 풍천면 도양리 산21-1,36.56668215,128.4961759,293720,경상북도 안동시청,5070000,경상북도 안동시
수락산<시공원>,기타,서울특별시 노원구 상계동 산3-1,37.691731,127.0660338,6691885.3,,3100000,서울특별시 노원구
불암산<시공원>,기타,서울특별시 노원구 중계동 산101-1,37.65550096,127.0810225,5332422,,3100000,서울특별시 노원구
금호공원,어린이공원,경기도 구리시 교문동 822,37.58575181,127.1341714,2321,경기도 구리시청,3980000,경기도 구리시
중봉,어린이공원,대전광역시 유성구 장대동 269-11,36.35946046,127.3334712,1390,대전광역시 유성구청,3670000,대전광역시 유성구
응굴천,어린이공원,대전광역시 유성구 지족동 1073,36.38116034,127.3042193,2303,대전광역시 유성구청,3670000,대전광역시 유성구
우산봉,어린이공원,대전광역시 유성구 지족동 1111,36.3895494,127.3045341,3150,대전광역시 유성구청,3670000,대전광역시 유성구
소마잽이,어린이공원,대전광역시 유성구 죽동722-1,36.37165832,127.3390733,1556,대전광역시 유성구청,3670000,대전광역시 유성구
뒷골,어린이공원,대전광역시 유성구 지족동 1084,36.3759566,127.3055244,1654,대전광역시 유성구청,3670000,대전광역시 유성구
근린공원1(안),근린공원,경상북도 안동시 풍천면 갈전리 1305,36.573018,128.494975,100883,경상북도 안동시청,5070000,경상북도 안동시
근린공원2(안),근린공원,경상북도 안동시 풍천면 갈전리 1179,36.5796486,128.499817,53563,경상북도 안동시청,5070000,경상북도 안동시
소공원1(안),소공원,경상북도 안동시 풍천면 갈전리 1229,36.578659,128.501537,830,경상북도 안동시청,5070000,경상북도 안동시
어린이공원1(안),어린이공원,경상북도 안동시 풍천면 갈전리 1492,36.57399862,128.4979218,1679,경상북도 안동시청,5070000,경상북도 안동시
어린이공원2(안),어린이공원,경상북도 안동시 풍천면 갈전리 1420,36.57554033,128.500075,1607,경상북도 안동시청,5070000,경상북도 안동시
어린이공원3(안),어린이공원,경상북도 안동시 풍천면 갈전리 1684,36.572608,128.493822,2863,경상북도 안동시청,5070000,경상북도 안동시
소공원3(안),소공원,경상북도 안동시 풍천면 갈전리 1719,36.568736,128.505864,930,경상북도 안동시청,5070000,경상북도 안동시
소공원2(안),소공원,경상북도 안동시 풍천면 갈전리 1676,36.569885,128.507056,923,경상북도 안동시청,5070000,경상북도 안동시
수변공원2(안),수변공원,경상북도 안동시 풍천면 갈전리 1707,36.56994847,128.4982243,19126,경상북도 안동시청,5070000,경상북도 안동시
수변공원1(안),수변공원,경상북도 안동시 풍천면 갈전리 1706,36.57133885,128.4952328,14903,경상북도 안동시청,5070000,경상북도 안동시
수변공원3(안),수변공원,경상북도 안동시 풍천면 갈전리 1731,36.56853476,128.5020029,31283,경상북도 안동시청,5070000,경상북도 안동시
원이엄마테마파크,역사공원,경상북도 안동시 정하동 236-1,36.55362768,128.736411,2118.4,경상북도 안동시청,5070000,경상북도 안동시
소공원7(안),소공원,경상북도 안동시 풍천면 갈전리 1626,36.57059921,128.500468,959,경상북도 안동시청,5070000,경상북도 안동시
소공원4(안),소공원,경상북도 안동시 풍천면 갈전리 1531,36.573275,128.500351,1251,경상북도 안동시청,5070000,경상북도 안동시
소공원8(안),소공원,경상북도 안동시 풍천면 가곡리 1201,36.574543,128.5116205,1479,경상북도 안동시청,5070000,경상북도 안동시
소공원5(안),소공원,경상북도 안동시 풍천면 갈전리 1545,36.572835,128.4998217,1126,경상북도 안동시청,5070000,경상북도 안동시
신기,어린이공원,서울특별시 양천구 신정3동 1260,37.514092,126.854244,1534,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
계남,근린공원,"서울특별시 양천구 신정3동 521, 621일대",37.513745,126.844816,440173,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
푸른,어린이공원,서울특별시 양천구 신정3동 1283-1,37.511603,126.837445,2574.9,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
신이,어린이공원,서울특별시 양천구 신정3동 1284-1,37.512521,126.837529,1510.3,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
넘은들,근린공원,서울특별시 양천구 신정3동 1286,37.512951,126.840441,16159.6,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
하늘마루,어린이공원,서울특별시 양천구 신정3동 1316-2,37.512571,126.831703,1500,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
연의,근린공원,서울특별시 양천구 신정3동 1320-9외 6필지,37.514067,126.830401,37520,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
숲속,어린이공원,서울특별시 양천구 신정3동 1322-10,37.514551,126.830941,1500,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
넓은들,어린이공원,서울특별시 양천구 신정3동 767,37.511317,126.839385,3288,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
신정3동소공원,소공원,서울특별시 양천구 신정3동 831,37.50612432,126.8339302,3353,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
동개울,어린이공원,서울특별시 양천구 신정4동 876-1,37.527916,126.856519,991.2,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
오구,어린이공원,서울특별시 양천구 신정4동 888-1,37.527272,126.861874,738.4,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
홍익,어린이공원,서울특별시 양천구 신정4동 896-22,37.528547,126.862274,990.8,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
앞산,어린이공원,서울특별시 양천구 신정4동 910-9,37.526441,126.858307,1050.5,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
진주,어린이공원,서울특별시 양천구 신정4동 920-3,37.526494,126.855036,940.5,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
음골,어린이공원,서울특별시 양천구 신정4동 936-13,37.527336,126.851231,995.4,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
안산,어린이공원,서울특별시 양천구 신정4동 949-4,37.524593,126.856172,992.1,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
새뚝,어린이공원,서울특별시 양천구 신정4동 955-1,37.524029,126.857728,961.3,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
